Author Name,Auth-ID,Number of Documents,Subject Area,Orc_ID
"Aleahmad, Mahdi",37100959600,4,"Materials Science
Engineering
Physics and Astronomy
Chemistry
",
"Gorji, Mofid",57192988754,3,"Engineering
Energy
Chemical Engineering
Environmental Science
",
"Pouresmaeel-Selkjani, Peyman",57195622243,1,"Materials Science
Chemistry
",
"Mohammadjany, Armin",57202465317,1,"Computer Science
Engineering
",
"Imani, A.",57351394200,2,"Engineering
Mathematics
Computer Science
",
"Boodaghi, Homayoun",57218456231,2,"Engineering
Energy
",
"Tavakoli, Hamidreza",55392120700,47,"Engineering
Earth and Planetary Sciences
Materials Science
Environmental Science
Mathematics
Multidisciplinary
Physics and Astronomy
Agricultural and Biological Sciences
Chemistry
Computer Science
",
"Nejad, Davood Ghoddocy",57201344022,1,"Engineering
Materials Science
",
"Roozbeh, Azadeh",57195607388,1,"Engineering
Energy
Business, Management and Accounting
Environmental Science
",
"Roohina, Fatemeh",57188976818,1,"Biochemistry, Genetics and Molecular Biology
Chemical Engineering
",
"Amirnejad, Mohabbat",57201493175,8,"Materials Science
Physics and Astronomy
Engineering
Earth and Planetary Sciences
Chemical Engineering
Chemistry
",
"Khaibari, M.",57193611386,3,"Mathematics
Physics and Astronomy
Earth and Planetary Sciences
Agricultural and Biological Sciences
Chemistry
",
"Rezaei, Sadegh",55875561800,14,"Earth and Planetary Sciences
Engineering
Environmental Science
Agricultural and Biological Sciences
Materials Science
",0000-0002-8745-7059
"Nikpour, Mohammad Reza",54981299300,4,"Physics and Astronomy
Engineering
Materials Science
Chemical Engineering
Mathematics
Chemistry
",
"Jafari, Seyed Ahmad",57208768146,3,"Physics and Astronomy
Biochemistry, Genetics and Molecular Biology
Chemistry
Materials Science
Chemical Engineering
",
"Abdolmaleki, Aliyeh Yousefi",57225327419,1,"Engineering
Computer Science
",
"Dabbaghi, Farshad",57211493466,9,"Engineering
Materials Science
Energy
Environmental Science
Physics and Astronomy
Business, Management and Accounting
Social Sciences
Mathematics
",0000-0002-5893-5672
"Khakpoor, Mostaan",57195632042,2,"Engineering
Mathematics
Energy
Computer Science
",
"Alizadeh, Mohammad Javad",57220520759,1,"Materials Science
",
"Sekhavatian, Arash",57200653426,4,"Engineering
Earth and Planetary Sciences
Energy
Environmental Science
",
"Parnak, Arman",57222167808,1,"Computer Science
Mathematics
",
"Shamekhi-Amiri, Shahrbanou",57203864855,1,"Engineering
Chemical Engineering
",
"Gorji-Bandpy, Mofid",15725193900,169,"Engineering
Physics and Astronomy
Energy
Chemical Engineering
Mathematics
Computer Science
Chemistry
Materials Science
Biochemistry, Genetics and Molecular Biology
Medicine
Multidisciplinary
Earth and Planetary Sciences
Environmental Science
",
"Jafari, Z.",36238257300,3,"Mathematics
",
"Ghasemi, Amirmohammad Khosravi",57202773352,1,"Chemical Engineering
Chemistry
",
"Ghasemi, Mitra",57221497293,1,"Mathematics
Chemical Engineering
",
"Abravesh, Mohammad Mehdi",35955425300,1,"Engineering
",
"Mostajeran, H.",35801090500,1,"Engineering
",
"Khosravi, Alireza",57080432800,60,"Engineering
Computer Science
Mathematics
Physics and Astronomy
Earth and Planetary Sciences
Energy
Chemical Engineering
Economics, Econometrics and Finance
Materials Science
Environmental Science
Business, Management and Accounting
",
"Tolouie, Ebrahim",57204005244,3,"Materials Science
Engineering
Physics and Astronomy
",
"Rad, Rafat Rafiei",57052599800,2,"Physics and Astronomy
Materials Science
Engineering
",
"Nazparvar, Neda",56386231900,3,"Materials Science
Medicine
Chemical Engineering
",
"Karimi, Maryam",57211789687,1,"Engineering
Mathematics
Computer Science
",
"Rahmati Dehkordi, Zahra",57203586332,1,"Materials Science
Physics and Astronomy
Business, Management and Accounting
",
"Hosseini, Seyyed Hossein",57211898953,2,"Engineering
Physics and Astronomy
Materials Science
Computer Science
",
"Alinia, M.",57103300700,3,"Engineering
Physics and Astronomy
Materials Science
Chemical Engineering
Mathematics
Chemistry
Computer Science
",
"Banisheykholeslami, Fatemeh",56660613000,3,"Environmental Science
Biochemistry, Genetics and Molecular Biology
Materials Science
Chemical Engineering
Engineering
Chemistry
",
"Ziaei, Saber",57202745708,2,"Engineering
Computer Science
Mathematics
Materials Science
",
"Amouzadeh, Fatemeh",57226527779,1,"Engineering
Chemical Engineering
",
"Hadi, Behnaz",57222465936,1,"Engineering
Computer Science
",
"Taheri, Samaneh",57217680064,2,"Computer Science
Physics and Astronomy
Earth and Planetary Sciences
Materials Science
Chemical Engineering
Environmental Science
Engineering
",
"Rezaei, Behrooz",57222113259,2,"Computer Science
Mathematics
Physics and Astronomy
Social Sciences
Engineering
",
"Nejad, Seyed Karim Hassani",55587657800,1,"Biochemistry, Genetics and Molecular Biology
",
"Mogheyse, Amir Hamze",57192157033,2,"Engineering
",
"Rasouli, Sayyed Hashem",13003038400,48,"Mathematics
Physics and Astronomy
Computer Science
Engineering
",
"Ramzan-Nejad, Mustafa",57080149200,2,"Energy
Environmental Science
",
"Zoghipour, Pouya",55364825900,1,"Multidisciplinary
",
"Ghadimi, Nazanin",57222095738,1,"Materials Science
Chemical Engineering
Environmental Science
Engineering
Chemistry
",
"Mousavipour, Mehdi",57222140367,1,"Physics and Astronomy
Computer Science
",
"Yahyazadeh-Jelodar, Hossein",36622602000,2,"Energy
Engineering
",0000-0003-1240-4961
"Esfandiari, Sahebe",57209984970,1,"Decision Sciences
Engineering
Business, Management and Accounting
",
"Ghanbarpour, S.",36789490800,4,"Engineering
Mathematics
Materials Science
",
"Falahati-Naghibi, Mehdi",55779432200,3,"Engineering
Materials Science
Computer Science
Physics and Astronomy
",
"Talebi, Z.",57200504557,1,"Mathematics
",
"Tondro, Maryam",57226523387,1,"Engineering
Chemical Engineering
",
"Ra, Hasan A.",57218517647,1,"Environmental Science
",
"Heidari Ghaleh, M.",57218113572,1,"Materials Science
Engineering
Physics and Astronomy
",
"Khani, Mostafa",57214303659,1,"Physics and Astronomy
Engineering
Materials Science
",
"Baleghi Damavandi, Y.",57219198432,1,"Engineering
",
"Ghaffari, Majid",56735884800,5,"Physics and Astronomy
Materials Science
Engineering
",
"JamshidiAval, Hamed",57201725795,1,"Engineering
Computer Science
",
"Esmaeilnia Amiri, M.",57192113004,1,"Engineering
Environmental Science
",
"Ahmadi, Fereshteh",57219979897,1,"Biochemistry, Genetics and Molecular Biology
",
"Pourmehdi, Morteza",57195398701,1,"Engineering
Mathematics
Computer Science
Chemical Engineering
",
"Abessi, Ozeair",26427958800,23,"Environmental Science
Engineering
Earth and Planetary Sciences
Agricultural and Biological Sciences
Physics and Astronomy
Pharmacology, Toxicology and Pharmaceutics
",0000-0002-8329-8556
"Seyedpour, Fatemeh",55617168800,2,"Environmental Science
Chemical Engineering
Engineering
Chemistry
Materials Science
",
"Omranievardi, M.",57192951452,1,"Engineering
Environmental Science
",
"Ranjbar, Abolfazl N.",23470968800,36,"Engineering
Mathematics
Computer Science
Physics and Astronomy
Energy
Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
Medicine
",
"Hoseini, Seyed Kazem",57211995196,4,"Engineering
Energy
Decision Sciences
",
"Geran Malek, Amirreza",57218698588,1,"Computer Science
Engineering
Materials Science
",
"Jandaghi, Hossein",57223432803,3,"Decision Sciences
Business, Management and Accounting
Economics, Econometrics and Finance
Engineering
Computer Science
",
"Mohsenzadeh Korayem, Afshin",35345327400,1,"Physics and Astronomy
Engineering
",
"Beigi, Pouyan Aeineh",26021704000,1,"Biochemistry, Genetics and Molecular Biology
Agricultural and Biological Sciences
Immunology and Microbiology
",
"Parmehr, Ebadat Ghanbari",38361985300,18,"Earth and Planetary Sciences
Computer Science
Environmental Science
Physics and Astronomy
Social Sciences
Agricultural and Biological Sciences
Engineering
Immunology and Microbiology
Biochemistry, Genetics and Molecular Biology
Chemical Engineering
Neuroscience
",
"Mohseni, Sina",57225681696,9,"Computer Science
Engineering
Physics and Astronomy
Energy
Materials Science
Mathematics
Neuroscience
",
"Mahmoodi, S.",57198016134,1,"Chemistry
",
"Shamsari, Mohsen",57193117254,3,"Engineering
Materials Science
Computer Science
Physics and Astronomy
",
"Gholami-Esfidvajani, Mojtaba",57190172099,2,"Energy
Physics and Astronomy
Engineering
Materials Science
",
"Shateri, Majid",24725744300,2,"Mathematics
Engineering
",0000-0003-2131-1011
"Sadeghi, J.",37057867400,1,"Engineering
",
"Salarieh, Sepideh",57283155700,1,"Engineering
Materials Science
",
"Azarbad, Milad R.",36561171300,12,"Computer Science
Engineering
Biochemistry, Genetics and Molecular Biology
Mathematics
Earth and Planetary Sciences
",
"Maboodi, A.",57221100970,1,"Engineering
Physics and Astronomy
",
"Yousefi, Aliyeh",51865057900,2,"Materials Science
Chemistry
Business, Management and Accounting
Chemical Engineering
",
"Mohammad-Alinejad, Ghorban",37017374300,12,"Engineering
Materials Science
Physics and Astronomy
Chemistry
",
"Ghavamodini, Sayed Mahdi",54782526300,2,"Engineering
",
"Khoram, Fatemeh Vahdat",57194608451,1,"Chemistry
Chemical Engineering
",
"Langari, Mahsa Mousavi",57211789694,1,"Chemistry
",0000-0002-3200-9531
"Zeiny, Ebrahim",57193810607,1,"Engineering
Physics and Astronomy
Chemical Engineering
",
"Ghasemitabar, Habib",57148250300,4,"Physics and Astronomy
Chemistry
Chemical Engineering
",
"Panahi, Fatemeh",57194903166,1,"Engineering
Physics and Astronomy
Materials Science
",
"Jafarian, Sajjad",57219448002,1,"Engineering
",
"Omranpour, Hesam",26423137100,22,"Computer Science
Engineering
Mathematics
Medicine
Decision Sciences
Business, Management and Accounting
Energy
Materials Science
Multidisciplinary
",0000-0003-4253-0811
"Moosavi, Nafise",57212605615,1,"Chemical Engineering
",
"Ghesemi, Mohammad Hasan",56514169400,1,"Engineering
Computer Science
",
"Hesami, Saeid",55770180700,23,"Engineering
Materials Science
Energy
Physics and Astronomy
Environmental Science
Business, Management and Accounting
Earth and Planetary Sciences
Chemical Engineering
Chemistry
",
"Amiri, Alireza",57209505132,5,"Chemical Engineering
Chemistry
Physics and Astronomy
Energy
Multidisciplinary
Environmental Science
",
"Mokhtari, Samaneh",57213076542,1,"Physics and Astronomy
Materials Science
",
"Tarahhomi, M. H.",55330226500,5,"Engineering
Mathematics
Materials Science
Multidisciplinary
",
"Taghipour, Amirhossein",57210994004,2,"Physics and Astronomy
Materials Science
Chemical Engineering
Biochemistry, Genetics and Molecular Biology
Engineering
Chemistry
",
"Najafi, Mohamad",57222163021,1,"Computer Science
Mathematics
",
"Yousofizinsaz, Ghazaleh",57216182548,4,"Engineering
Materials Science
Environmental Science
",
"Shambooli, Mojtaba",14025085000,2,"Physics and Astronomy
Engineering
Chemical Engineering
",
"Shams-Baboli, Aref",57188759857,2,"Computer Science
",
"Omiddezyani, Soroush",57202544770,1,"Engineering
Environmental Science
",
"Najafpour, Qasem",57190440004,1,"Chemical Engineering
Chemistry
",
"Imen, Seyed Javad",55247098400,10,"Energy
Engineering
Physics and Astronomy
Materials Science
Chemical Engineering
Chemistry
Computer Science
",
"Ghomian, M.",55341425800,2,"Engineering
Materials Science
Multidisciplinary
",
"Haghighi, Fatemeh",57222404588,1,"Computer Science
Business, Management and Accounting
Decision Sciences
",
"Taqizadeh, Atie",57210554667,1,"Physics and Astronomy
Chemistry
",
"Mazani, Mahfar",57214916789,1,"Agricultural and Biological Sciences
Environmental Science
Biochemistry, Genetics and Molecular Biology
Social Sciences
",
"Saberi, Sajad",55925781000,6,"Energy
Engineering
Physics and Astronomy
Decision Sciences
Environmental Science
Mathematics
",
"Jooybari, Mohammad Bakhshi",56529755100,4,"Engineering
Computer Science
Materials Science
",
"Favahi, Amivhossein Ghovban",55340726300,1,"Multidisciplinary
",
"Mirali-Katouli, Gholamali",57222401076,1,"Engineering
",
"Ghorbani, Mohsen",34881808400,80,"Materials Science
Chemistry
Physics and Astronomy
Chemical Engineering
Engineering
Environmental Science
Biochemistry, Genetics and Molecular Biology
Energy
Business, Management and Accounting
Multidisciplinary
Immunology and Microbiology
Pharmacology, Toxicology and Pharmaceutics
Mathematics
Medicine
",
"Amouei Ojaki, Hamed",57214220860,1,"Physics and Astronomy
Chemistry
Chemical Engineering
",
"Hosseini, Bahar",35339156100,1,"Chemical Engineering
",
"Ramezanzade, Mohsen",57218384363,3,"Energy
Environmental Science
Computer Science
Social Sciences
",
"Khademjafari, Simindokht",57224539132,1,"Materials Science
Engineering
",
"Ghaderi, Parham",57218170980,1,"Agricultural and Biological Sciences
Engineering
Earth and Planetary Sciences
",
"Yazdanshenas, Nima",55509104100,2,"Engineering
Computer Science
Energy
",
"Rajabloo, A.",57244130300,1,"Materials Science
Physics and Astronomy
Engineering
",
"Aghamohseni, Behnaz",57204909722,1,"Chemistry
",
"Hassanzadeh, A.",57210403346,2,"Engineering
",
"Mahboubi Doust, A.",57191291340,1,"Engineering
Physics and Astronomy
",
"Naeej, Mojtaba",55898588000,3,"Engineering
Earth and Planetary Sciences
",
"Hamedi, Hamidreza",56151409400,2,"Engineering
Materials Science
",
"Hosseinzadeh, Kh",56507055400,58,"Engineering
Physics and Astronomy
Chemistry
Materials Science
Chemical Engineering
Energy
Mathematics
Medicine
Biochemistry, Genetics and Molecular Biology
Computer Science
Earth and Planetary Sciences
Environmental Science
",0000-0003-0208-4423
"Golsefidi, Edris Salehi",57112564100,2,"Engineering
Earth and Planetary Sciences
",
"Hamzekolaei, Maryam Gholamian",57323016000,1,"Mathematics
",
"Davoodi, Mohammad Reza",24729419500,18,"Engineering
Materials Science
Physics and Astronomy
Chemistry
Computer Science
Multidisciplinary
",
"Ashrafian, Sahar",56898974500,3,"Materials Science
Physics and Astronomy
Chemistry
",
"Gorgani, Leila",57192384303,2,"Engineering
Agricultural and Biological Sciences
Chemical Engineering
",
"Sadeghi-Aghbash, Mona",57218994878,1,"Biochemistry, Genetics and Molecular Biology
Pharmacology, Toxicology and Pharmaceutics
",
"Rajabnejad, Hamid",57201408961,4,"Engineering
Agricultural and Biological Sciences
Earth and Planetary Sciences
",
"Ghaedi, Ashkan",57211435140,2,"Physics and Astronomy
Chemistry
",
"Sheikhvand Amiri, Saber",57195625347,1,"Chemistry
Chemical Engineering
",
"Zakariapour, Sooshiant",57195347511,1,"Computer Science
",
"Abatari, N. N.",55227349500,1,"Engineering
Mathematics
",
"Lashkari, Sahar Mohammadpour",57193429024,4,"Medicine
Materials Science
Biochemistry, Genetics and Molecular Biology
Physics and Astronomy
Chemistry
",
"Ebrahimpour, Melika",35106968200,4,"Chemistry
Biochemistry, Genetics and Molecular Biology
Physics and Astronomy
Multidisciplinary
",
"Mahmoudi, A. H.",57014715500,2,"Engineering
Energy
Environmental Science
",
"Sardashti, Arash",55565593400,2,"Engineering
Physics and Astronomy
",
"Yakhkeshi, A.",55233750800,1,"Chemistry
",
"Asadi, Amine",57214985315,1,"Engineering
Physics and Astronomy
Materials Science
",
"Peyki, Asiyeh",56191207900,1,"Materials Science
Chemical Engineering
Environmental Science
Engineering
Chemistry
",
"Abbaspour, Mohammadreza",57226547398,1,"Physics and Astronomy
Chemical Engineering
",
"Ghajari, Yasser Ebrahimian",57195135083,3,"Environmental Science
Social Sciences
Computer Science
Energy
Business, Management and Accounting
",
"Amininejad, Ali",57211029580,3,"Materials Science
Physics and Astronomy
Engineering
",
"Hedayati, G.",57194979629,1,"Mathematics
",
"Abbasalizadeh Boura, Sahar",57209140813,1,"Engineering
",
"Hamed, Jamshidi Aval",57195756206,1,"Materials Science
Physics and Astronomy
Earth and Planetary Sciences
",
"Molaei, Mohammad Reza Karami",57194510598,1,"Computer Science
",
"Sadegh-Yazdi, Milad",57194578164,5,"Engineering
Computer Science
Chemistry
Materials Science
",
"Omran, Mojtaba Parvizi",57225377714,2,"Engineering
Multidisciplinary
",
"Zanous, Sina Pasha",57205264353,2,"Energy
Engineering
Chemistry
",
"Akbarzadeh, Behzad",57222013057,1,"Engineering
Computer Science
",
"Mohammad-Ebrahimzadeh-Sepasgozar, Saleh",57222017413,1,"Engineering
",
"Lasemi-Imani, Sirous",56781524900,1,"Engineering
Environmental Science
",
"Motallebi Hasankola, Seyed Sadegh",57190872438,7,"Physics and Astronomy
Chemistry
Engineering
",
"Tafazoli, Mehdi",55795043100,5,"Energy
Engineering
Materials Science
Physics and Astronomy
Mathematics
Chemistry
Computer Science
",
"Pirouz, Mohammad Mohammadi",37047530400,3,"Engineering
Physics and Astronomy
Energy
Mathematics
",
"Shahnazian, Fatemeh",57204646029,4,"Engineering
Energy
Computer Science
Environmental Science
Mathematics
",
